,car_name,car_price,car_date,car_odometer,car_transmission,car_bodytype,car_engine
700,2013 Ferrari FF Auto 4RM,"$289,900*",,"12,898 km",Automatic,Hatch,12cyl 6.3L Petrol
701,2008 Ferrari 599 Fiorano GTB Auto,"$339,000*",,"10,802 km",Automatic,Coupe,12cyl 6.0L Petrol
702,2016 Ferrari California T Auto,"$299,900*",,"2,863 km",Automatic,Convertible,8cyl 3.9L Turbo Petrol
703,2018 Ferrari 488 GTB Auto,"$535,000*",,160 km,Automatic,Coupe,8cyl 3.9L Turbo Petrol
704,2017 Ferrari California T Auto,"$319,900*",,"8,703 km",Automatic,Convertible,8cyl 3.9L Turbo Petrol
705,2018 Ferrari 812 Superfast Auto,"$699,900*",,"7,600 km",Automatic,Coupe,12cyl 6.5L Petrol
706,2011 Ferrari California Auto,"$229,900 ",,"25,440 km",Automatic,Convertible,8cyl 4.3L Petrol
707,2015 Ferrari 458 Speciale Auto,"$699,900*",,"7,086 km",Automatic,Coupe,8cyl 4.5L Petrol
708,2012 Ferrari 458 Italia Auto,"$369,800*",,"39,980 km",Automatic,Coupe,8cyl 4.5L Petrol
709,2013 Ferrari 458 Italia Auto,"$362,990*",,"11,600 km",Automatic,Coupe,8cyl 4.5L Petrol
710,2012 Ferrari California Auto,"$219,900*",,"26,636 km",Automatic,Convertible,8cyl 4.3L Petrol
711,2015 Ferrari 458 Speciale Auto,"$699,900*",,"2,559 km",Automatic,Coupe,8cyl 4.5L Petrol
712,2016 Ferrari F12berlinetta Auto,"$569,900*",,"2,663 km",Automatic,Coupe,12cyl 6.3L Petrol
713,1997 Ferrari F355 Berlinetta Manual,"$334,900 ",,"60,735 km",Manual,Coupe,8cyl 3.5L Petrol
714,2016 Ferrari 488 GTB Auto,"$409,000*",,"2,900 km",Automatic,Coupe,8cyl 3.9L Turbo Petrol
715,2007 Ferrari 599 Fiorano GTB Auto,"$269,000*",,"31,500 km",Automatic,Coupe,12cyl 6.0L Petrol
716,1978 Ferrari 308 GTS Manual,"$105,000*",,"6,900 km",Manual,Coupe,8cyl 3.0L Petrol
717,2013 Ferrari FF Auto 4RM,"$289,900*",,"12,898 km",Automatic,Hatch,12cyl 6.3L Petrol
718,2008 Ferrari 599 Fiorano GTB Auto,"$339,000*",,"10,802 km",Automatic,Coupe,12cyl 6.0L Petrol
719,2016 Ferrari California T Auto,"$299,900*",,"2,863 km",Automatic,Convertible,8cyl 3.9L Turbo Petrol
720,2018 Ferrari 488 GTB Auto,"$535,000*",,160 km,Automatic,Coupe,8cyl 3.9L Turbo Petrol
721,2017 Ferrari California T Auto,"$319,900*",,"8,703 km",Automatic,Convertible,8cyl 3.9L Turbo Petrol
722,2018 Ferrari 812 Superfast Auto,"$699,900*",,"7,600 km",Automatic,Coupe,12cyl 6.5L Petrol
723,2011 Ferrari California Auto,"$229,900 ",,"25,440 km",Automatic,Convertible,8cyl 4.3L Petrol
724,2015 Ferrari 458 Speciale Auto,"$699,900*",,"7,086 km",Automatic,Coupe,8cyl 4.5L Petrol
725,2012 Ferrari 458 Italia Auto,"$369,800*",,"39,980 km",Automatic,Coupe,8cyl 4.5L Petrol
726,2013 Ferrari 458 Italia Auto,"$362,990*",,"11,600 km",Automatic,Coupe,8cyl 4.5L Petrol
727,2012 Ferrari California Auto,"$219,900*",,"26,636 km",Automatic,Convertible,8cyl 4.3L Petrol
728,2015 Ferrari 458 Speciale Auto,"$699,900*",,"2,559 km",Automatic,Coupe,8cyl 4.5L Petrol
729,2016 Ferrari F12berlinetta Auto,"$569,900*",,"2,663 km",Automatic,Coupe,12cyl 6.3L Petrol
730,1997 Ferrari F355 Berlinetta Manual,"$334,900 ",,"60,735 km",Manual,Coupe,8cyl 3.5L Petrol
731,2016 Ferrari 488 GTB Auto,"$409,000*",,"2,900 km",Automatic,Coupe,8cyl 3.9L Turbo Petrol
732,2007 Ferrari 599 Fiorano GTB Auto,"$269,000*",,"31,500 km",Automatic,Coupe,12cyl 6.0L Petrol
733,1978 Ferrari 308 GTS Manual,"$105,000*",,"6,900 km",Manual,Coupe,8cyl 3.0L Petrol
734,2013 Ferrari FF Auto 4RM,"$289,900*",,"12,898 km",Automatic,Hatch,12cyl 6.3L Petrol
735,2008 Ferrari 599 Fiorano GTB Auto,"$339,000*",,"10,802 km",Automatic,Coupe,12cyl 6.0L Petrol
736,2016 Ferrari California T Auto,"$299,900*",,"2,863 km",Automatic,Convertible,8cyl 3.9L Turbo Petrol
737,2018 Ferrari 488 GTB Auto,"$535,000*",,160 km,Automatic,Coupe,8cyl 3.9L Turbo Petrol
738,2017 Ferrari California T Auto,"$319,900*",,"8,703 km",Automatic,Convertible,8cyl 3.9L Turbo Petrol
739,2018 Ferrari 812 Superfast Auto,"$699,900*",,"7,600 km",Automatic,Coupe,12cyl 6.5L Petrol
740,2011 Ferrari California Auto,"$229,900 ",,"25,440 km",Automatic,Convertible,8cyl 4.3L Petrol
741,2015 Ferrari 458 Speciale Auto,"$699,900*",,"7,086 km",Automatic,Coupe,8cyl 4.5L Petrol
742,2012 Ferrari 458 Italia Auto,"$369,800*",,"39,980 km",Automatic,Coupe,8cyl 4.5L Petrol
743,2013 Ferrari 458 Italia Auto,"$362,990*",,"11,600 km",Automatic,Coupe,8cyl 4.5L Petrol
744,2012 Ferrari California Auto,"$219,900*",,"26,636 km",Automatic,Convertible,8cyl 4.3L Petrol
745,2015 Ferrari 458 Speciale Auto,"$699,900*",,"2,559 km",Automatic,Coupe,8cyl 4.5L Petrol
746,2016 Ferrari F12berlinetta Auto,"$569,900*",,"2,663 km",Automatic,Coupe,12cyl 6.3L Petrol
747,1997 Ferrari F355 Berlinetta Manual,"$334,900 ",,"60,735 km",Manual,Coupe,8cyl 3.5L Petrol
748,2016 Ferrari 488 GTB Auto,"$409,000*",,"2,900 km",Automatic,Coupe,8cyl 3.9L Turbo Petrol
749,2007 Ferrari 599 Fiorano GTB Auto,"$269,000*",,"31,500 km",Automatic,Coupe,12cyl 6.0L Petrol
750,1978 Ferrari 308 GTS Manual,"$105,000*",,"6,900 km",Manual,Coupe,8cyl 3.0L Petrol
751,2013 Ferrari FF Auto 4RM,"$289,900*",,"12,898 km",Automatic,Hatch,12cyl 6.3L Petrol
752,2008 Ferrari 599 Fiorano GTB Auto,"$339,000*",,"10,802 km",Automatic,Coupe,12cyl 6.0L Petrol
753,2016 Ferrari California T Auto,"$299,900*",,"2,863 km",Automatic,Convertible,8cyl 3.9L Turbo Petrol
754,2018 Ferrari 488 GTB Auto,"$535,000*",,160 km,Automatic,Coupe,8cyl 3.9L Turbo Petrol
755,2017 Ferrari California T Auto,"$319,900*",,"8,703 km",Automatic,Convertible,8cyl 3.9L Turbo Petrol
756,2018 Ferrari 812 Superfast Auto,"$699,900*",,"7,600 km",Automatic,Coupe,12cyl 6.5L Petrol
757,2011 Ferrari California Auto,"$229,900 ",,"25,440 km",Automatic,Convertible,8cyl 4.3L Petrol
758,2015 Ferrari 458 Speciale Auto,"$699,900*",,"7,086 km",Automatic,Coupe,8cyl 4.5L Petrol
759,2012 Ferrari 458 Italia Auto,"$369,800*",,"39,980 km",Automatic,Coupe,8cyl 4.5L Petrol
760,2013 Ferrari 458 Italia Auto,"$362,990*",,"11,600 km",Automatic,Coupe,8cyl 4.5L Petrol
761,2012 Ferrari California Auto,"$219,900*",,"26,636 km",Automatic,Convertible,8cyl 4.3L Petrol
762,2015 Ferrari 458 Speciale Auto,"$699,900*",,"2,559 km",Automatic,Coupe,8cyl 4.5L Petrol
763,2016 Ferrari F12berlinetta Auto,"$569,900*",,"2,663 km",Automatic,Coupe,12cyl 6.3L Petrol
764,1997 Ferrari F355 Berlinetta Manual,"$334,900 ",,"60,735 km",Manual,Coupe,8cyl 3.5L Petrol
765,2016 Ferrari 488 GTB Auto,"$409,000*",,"2,900 km",Automatic,Coupe,8cyl 3.9L Turbo Petrol
766,2007 Ferrari 599 Fiorano GTB Auto,"$269,000*",,"31,500 km",Automatic,Coupe,12cyl 6.0L Petrol
767,1978 Ferrari 308 GTS Manual,"$105,000*",,"6,900 km",Manual,Coupe,8cyl 3.0L Petrol
768,2013 Ferrari FF Auto 4RM,"$289,900*",,"12,898 km",Automatic,Hatch,12cyl 6.3L Petrol
769,2008 Ferrari 599 Fiorano GTB Auto,"$339,000*",,"10,802 km",Automatic,Coupe,12cyl 6.0L Petrol
770,2016 Ferrari California T Auto,"$299,900*",,"2,863 km",Automatic,Convertible,8cyl 3.9L Turbo Petrol
771,2018 Ferrari 488 GTB Auto,"$535,000*",,160 km,Automatic,Coupe,8cyl 3.9L Turbo Petrol
772,2017 Ferrari California T Auto,"$319,900*",,"8,703 km",Automatic,Convertible,8cyl 3.9L Turbo Petrol
773,2018 Ferrari 812 Superfast Auto,"$699,900*",,"7,600 km",Automatic,Coupe,12cyl 6.5L Petrol
774,2011 Ferrari California Auto,"$229,900 ",,"25,440 km",Automatic,Convertible,8cyl 4.3L Petrol
775,2015 Ferrari 458 Speciale Auto,"$699,900*",,"7,086 km",Automatic,Coupe,8cyl 4.5L Petrol
776,2012 Ferrari 458 Italia Auto,"$369,800*",,"39,980 km",Automatic,Coupe,8cyl 4.5L Petrol
777,2013 Ferrari 458 Italia Auto,"$362,990*",,"11,600 km",Automatic,Coupe,8cyl 4.5L Petrol
778,2012 Ferrari California Auto,"$219,900*",,"26,636 km",Automatic,Convertible,8cyl 4.3L Petrol
779,2015 Ferrari 458 Speciale Auto,"$699,900*",,"2,559 km",Automatic,Coupe,8cyl 4.5L Petrol
780,2016 Ferrari F12berlinetta Auto,"$569,900*",,"2,663 km",Automatic,Coupe,12cyl 6.3L Petrol
781,1997 Ferrari F355 Berlinetta Manual,"$334,900 ",,"60,735 km",Manual,Coupe,8cyl 3.5L Petrol
782,2016 Ferrari 488 GTB Auto,"$409,000*",,"2,900 km",Automatic,Coupe,8cyl 3.9L Turbo Petrol
783,2007 Ferrari 599 Fiorano GTB Auto,"$269,000*",,"31,500 km",Automatic,Coupe,12cyl 6.0L Petrol
784,1978 Ferrari 308 GTS Manual,"$105,000*",,"6,900 km",Manual,Coupe,8cyl 3.0L Petrol
785,2013 Ferrari FF Auto 4RM,"$289,900*",,"12,898 km",Automatic,Hatch,12cyl 6.3L Petrol
786,2008 Ferrari 599 Fiorano GTB Auto,"$339,000*",,"10,802 km",Automatic,Coupe,12cyl 6.0L Petrol
787,2016 Ferrari California T Auto,"$299,900*",,"2,863 km",Automatic,Convertible,8cyl 3.9L Turbo Petrol
788,2018 Ferrari 488 GTB Auto,"$535,000*",,160 km,Automatic,Coupe,8cyl 3.9L Turbo Petrol
789,2017 Ferrari California T Auto,"$319,900*",,"8,703 km",Automatic,Convertible,8cyl 3.9L Turbo Petrol
790,2018 Ferrari 812 Superfast Auto,"$699,900*",,"7,600 km",Automatic,Coupe,12cyl 6.5L Petrol
791,2011 Ferrari California Auto,"$229,900 ",,"25,440 km",Automatic,Convertible,8cyl 4.3L Petrol
792,2015 Ferrari 458 Speciale Auto,"$699,900*",,"7,086 km",Automatic,Coupe,8cyl 4.5L Petrol
793,2012 Ferrari 458 Italia Auto,"$369,800*",,"39,980 km",Automatic,Coupe,8cyl 4.5L Petrol
794,2013 Ferrari 458 Italia Auto,"$362,990*",,"11,600 km",Automatic,Coupe,8cyl 4.5L Petrol
795,2012 Ferrari California Auto,"$219,900*",,"26,636 km",Automatic,Convertible,8cyl 4.3L Petrol
796,2015 Ferrari 458 Speciale Auto,"$699,900*",,"2,559 km",Automatic,Coupe,8cyl 4.5L Petrol
797,2016 Ferrari F12berlinetta Auto,"$569,900*",,"2,663 km",Automatic,Coupe,12cyl 6.3L Petrol
798,1997 Ferrari F355 Berlinetta Manual,"$334,900 ",,"60,735 km",Manual,Coupe,8cyl 3.5L Petrol
799,2016 Ferrari 488 GTB Auto,"$409,000*",,"2,900 km",Automatic,Coupe,8cyl 3.9L Turbo Petrol
800,2007 Ferrari 599 Fiorano GTB Auto,"$269,000*",,"31,500 km",Automatic,Coupe,12cyl 6.0L Petrol
801,1978 Ferrari 308 GTS Manual,"$105,000*",,"6,900 km",Manual,Coupe,8cyl 3.0L Petrol
802,2013 Ferrari FF Auto 4RM,"$289,900*",,"12,898 km",Automatic,Hatch,12cyl 6.3L Petrol
803,2008 Ferrari 599 Fiorano GTB Auto,"$339,000*",,"10,802 km",Automatic,Coupe,12cyl 6.0L Petrol
804,2016 Ferrari California T Auto,"$299,900*",,"2,863 km",Automatic,Convertible,8cyl 3.9L Turbo Petrol
805,2018 Ferrari 488 GTB Auto,"$535,000*",,160 km,Automatic,Coupe,8cyl 3.9L Turbo Petrol
806,2017 Ferrari California T Auto,"$319,900*",,"8,703 km",Automatic,Convertible,8cyl 3.9L Turbo Petrol
807,2018 Ferrari 812 Superfast Auto,"$699,900*",,"7,600 km",Automatic,Coupe,12cyl 6.5L Petrol
808,2011 Ferrari California Auto,"$229,900 ",,"25,440 km",Automatic,Convertible,8cyl 4.3L Petrol
809,2015 Ferrari 458 Speciale Auto,"$699,900*",,"7,086 km",Automatic,Coupe,8cyl 4.5L Petrol
810,2012 Ferrari 458 Italia Auto,"$369,800*",,"39,980 km",Automatic,Coupe,8cyl 4.5L Petrol
811,2013 Ferrari 458 Italia Auto,"$362,990*",,"11,600 km",Automatic,Coupe,8cyl 4.5L Petrol
812,2012 Ferrari California Auto,"$219,900*",,"26,636 km",Automatic,Convertible,8cyl 4.3L Petrol
813,2015 Ferrari 458 Speciale Auto,"$699,900*",,"2,559 km",Automatic,Coupe,8cyl 4.5L Petrol
814,2016 Ferrari F12berlinetta Auto,"$569,900*",,"2,663 km",Automatic,Coupe,12cyl 6.3L Petrol
815,1997 Ferrari F355 Berlinetta Manual,"$334,900 ",,"60,735 km",Manual,Coupe,8cyl 3.5L Petrol
816,2016 Ferrari 488 GTB Auto,"$409,000*",,"2,900 km",Automatic,Coupe,8cyl 3.9L Turbo Petrol
817,2007 Ferrari 599 Fiorano GTB Auto,"$269,000*",,"31,500 km",Automatic,Coupe,12cyl 6.0L Petrol
818,1978 Ferrari 308 GTS Manual,"$105,000*",,"6,900 km",Manual,Coupe,8cyl 3.0L Petrol
819,2013 Ferrari FF Auto 4RM,"$289,900*",,"12,898 km",Automatic,Hatch,12cyl 6.3L Petrol
820,2008 Ferrari 599 Fiorano GTB Auto,"$339,000*",,"10,802 km",Automatic,Coupe,12cyl 6.0L Petrol
821,2016 Ferrari California T Auto,"$299,900*",,"2,863 km",Automatic,Convertible,8cyl 3.9L Turbo Petrol
822,2018 Ferrari 488 GTB Auto,"$535,000*",,160 km,Automatic,Coupe,8cyl 3.9L Turbo Petrol
823,2017 Ferrari California T Auto,"$319,900*",,"8,703 km",Automatic,Convertible,8cyl 3.9L Turbo Petrol
824,2018 Ferrari 812 Superfast Auto,"$699,900*",,"7,600 km",Automatic,Coupe,12cyl 6.5L Petrol
825,2011 Ferrari California Auto,"$229,900 ",,"25,440 km",Automatic,Convertible,8cyl 4.3L Petrol
826,2015 Ferrari 458 Speciale Auto,"$699,900*",,"7,086 km",Automatic,Coupe,8cyl 4.5L Petrol
827,2012 Ferrari 458 Italia Auto,"$369,800*",,"39,980 km",Automatic,Coupe,8cyl 4.5L Petrol
828,2013 Ferrari 458 Italia Auto,"$362,990*",,"11,600 km",Automatic,Coupe,8cyl 4.5L Petrol
829,2012 Ferrari California Auto,"$219,900*",,"26,636 km",Automatic,Convertible,8cyl 4.3L Petrol
830,2015 Ferrari 458 Speciale Auto,"$699,900*",,"2,559 km",Automatic,Coupe,8cyl 4.5L Petrol
831,2016 Ferrari F12berlinetta Auto,"$569,900*",,"2,663 km",Automatic,Coupe,12cyl 6.3L Petrol
832,1997 Ferrari F355 Berlinetta Manual,"$334,900 ",,"60,735 km",Manual,Coupe,8cyl 3.5L Petrol
833,2016 Ferrari 488 GTB Auto,"$409,000*",,"2,900 km",Automatic,Coupe,8cyl 3.9L Turbo Petrol
834,2007 Ferrari 599 Fiorano GTB Auto,"$269,000*",,"31,500 km",Automatic,Coupe,12cyl 6.0L Petrol
835,1978 Ferrari 308 GTS Manual,"$105,000*",,"6,900 km",Manual,Coupe,8cyl 3.0L Petrol
836,2013 Ferrari FF Auto 4RM,"$289,900*",,"12,898 km",Automatic,Hatch,12cyl 6.3L Petrol
837,2008 Ferrari 599 Fiorano GTB Auto,"$339,000*",,"10,802 km",Automatic,Coupe,12cyl 6.0L Petrol
838,2016 Ferrari California T Auto,"$299,900*",,"2,863 km",Automatic,Convertible,8cyl 3.9L Turbo Petrol
839,2018 Ferrari 488 GTB Auto,"$535,000*",,160 km,Automatic,Coupe,8cyl 3.9L Turbo Petrol
840,2017 Ferrari California T Auto,"$319,900*",,"8,703 km",Automatic,Convertible,8cyl 3.9L Turbo Petrol
841,2018 Ferrari 812 Superfast Auto,"$699,900*",,"7,600 km",Automatic,Coupe,12cyl 6.5L Petrol
842,2011 Ferrari California Auto,"$229,900 ",,"25,440 km",Automatic,Convertible,8cyl 4.3L Petrol
843,2015 Ferrari 458 Speciale Auto,"$699,900*",,"7,086 km",Automatic,Coupe,8cyl 4.5L Petrol
844,2012 Ferrari 458 Italia Auto,"$369,800*",,"39,980 km",Automatic,Coupe,8cyl 4.5L Petrol
845,2013 Ferrari 458 Italia Auto,"$362,990*",,"11,600 km",Automatic,Coupe,8cyl 4.5L Petrol
846,2012 Ferrari California Auto,"$219,900*",,"26,636 km",Automatic,Convertible,8cyl 4.3L Petrol
847,2015 Ferrari 458 Speciale Auto,"$699,900*",,"2,559 km",Automatic,Coupe,8cyl 4.5L Petrol
848,2016 Ferrari F12berlinetta Auto,"$569,900*",,"2,663 km",Automatic,Coupe,12cyl 6.3L Petrol
849,1997 Ferrari F355 Berlinetta Manual,"$334,900 ",,"60,735 km",Manual,Coupe,8cyl 3.5L Petrol
850,2016 Ferrari 488 GTB Auto,"$409,000*",,"2,900 km",Automatic,Coupe,8cyl 3.9L Turbo Petrol
851,2007 Ferrari 599 Fiorano GTB Auto,"$269,000*",,"31,500 km",Automatic,Coupe,12cyl 6.0L Petrol
852,1978 Ferrari 308 GTS Manual,"$105,000*",,"6,900 km",Manual,Coupe,8cyl 3.0L Petrol
853,2013 Ferrari FF Auto 4RM,"$289,900*",,"12,898 km",Automatic,Hatch,12cyl 6.3L Petrol
854,2008 Ferrari 599 Fiorano GTB Auto,"$339,000*",,"10,802 km",Automatic,Coupe,12cyl 6.0L Petrol
855,2016 Ferrari California T Auto,"$299,900*",,"2,863 km",Automatic,Convertible,8cyl 3.9L Turbo Petrol
856,2018 Ferrari 488 GTB Auto,"$535,000*",,160 km,Automatic,Coupe,8cyl 3.9L Turbo Petrol
857,2017 Ferrari California T Auto,"$319,900*",,"8,703 km",Automatic,Convertible,8cyl 3.9L Turbo Petrol
858,2018 Ferrari 812 Superfast Auto,"$699,900*",,"7,600 km",Automatic,Coupe,12cyl 6.5L Petrol
859,2011 Ferrari California Auto,"$229,900 ",,"25,440 km",Automatic,Convertible,8cyl 4.3L Petrol
860,2015 Ferrari 458 Speciale Auto,"$699,900*",,"7,086 km",Automatic,Coupe,8cyl 4.5L Petrol
861,2012 Ferrari 458 Italia Auto,"$369,800*",,"39,980 km",Automatic,Coupe,8cyl 4.5L Petrol
862,2013 Ferrari 458 Italia Auto,"$362,990*",,"11,600 km",Automatic,Coupe,8cyl 4.5L Petrol
863,2012 Ferrari California Auto,"$219,900*",,"26,636 km",Automatic,Convertible,8cyl 4.3L Petrol
864,2015 Ferrari 458 Speciale Auto,"$699,900*",,"2,559 km",Automatic,Coupe,8cyl 4.5L Petrol
865,2016 Ferrari F12berlinetta Auto,"$569,900*",,"2,663 km",Automatic,Coupe,12cyl 6.3L Petrol
866,1997 Ferrari F355 Berlinetta Manual,"$334,900 ",,"60,735 km",Manual,Coupe,8cyl 3.5L Petrol
867,2016 Ferrari 488 GTB Auto,"$409,000*",,"2,900 km",Automatic,Coupe,8cyl 3.9L Turbo Petrol
868,2007 Ferrari 599 Fiorano GTB Auto,"$269,000*",,"31,500 km",Automatic,Coupe,12cyl 6.0L Petrol
869,1978 Ferrari 308 GTS Manual,"$105,000*",,"6,900 km",Manual,Coupe,8cyl 3.0L Petrol
870,2013 Ferrari FF Auto 4RM,"$289,900*",,"12,898 km",Automatic,Hatch,12cyl 6.3L Petrol
871,2008 Ferrari 599 Fiorano GTB Auto,"$339,000*",,"10,802 km",Automatic,Coupe,12cyl 6.0L Petrol
872,2016 Ferrari California T Auto,"$299,900*",,"2,863 km",Automatic,Convertible,8cyl 3.9L Turbo Petrol
873,2018 Ferrari 488 GTB Auto,"$535,000*",,160 km,Automatic,Coupe,8cyl 3.9L Turbo Petrol
874,2017 Ferrari California T Auto,"$319,900*",,"8,703 km",Automatic,Convertible,8cyl 3.9L Turbo Petrol
875,2018 Ferrari 812 Superfast Auto,"$699,900*",,"7,600 km",Automatic,Coupe,12cyl 6.5L Petrol
876,2011 Ferrari California Auto,"$229,900 ",,"25,440 km",Automatic,Convertible,8cyl 4.3L Petrol
877,2015 Ferrari 458 Speciale Auto,"$699,900*",,"7,086 km",Automatic,Coupe,8cyl 4.5L Petrol
878,2012 Ferrari 458 Italia Auto,"$369,800*",,"39,980 km",Automatic,Coupe,8cyl 4.5L Petrol
879,2013 Ferrari 458 Italia Auto,"$362,990*",,"11,600 km",Automatic,Coupe,8cyl 4.5L Petrol
880,2012 Ferrari California Auto,"$219,900*",,"26,636 km",Automatic,Convertible,8cyl 4.3L Petrol
881,2015 Ferrari 458 Speciale Auto,"$699,900*",,"2,559 km",Automatic,Coupe,8cyl 4.5L Petrol
882,2016 Ferrari F12berlinetta Auto,"$569,900*",,"2,663 km",Automatic,Coupe,12cyl 6.3L Petrol
883,1997 Ferrari F355 Berlinetta Manual,"$334,900 ",,"60,735 km",Manual,Coupe,8cyl 3.5L Petrol
884,2016 Ferrari 488 GTB Auto,"$409,000*",,"2,900 km",Automatic,Coupe,8cyl 3.9L Turbo Petrol
885,2007 Ferrari 599 Fiorano GTB Auto,"$269,000*",,"31,500 km",Automatic,Coupe,12cyl 6.0L Petrol
886,1978 Ferrari 308 GTS Manual,"$105,000*",,"6,900 km",Manual,Coupe,8cyl 3.0L Petrol
887,2013 Ferrari FF Auto 4RM,"$289,900*",,"12,898 km",Automatic,Hatch,12cyl 6.3L Petrol
888,2008 Ferrari 599 Fiorano GTB Auto,"$339,000*",,"10,802 km",Automatic,Coupe,12cyl 6.0L Petrol
889,2016 Ferrari California T Auto,"$299,900*",,"2,863 km",Automatic,Convertible,8cyl 3.9L Turbo Petrol
890,2018 Ferrari 488 GTB Auto,"$535,000*",,160 km,Automatic,Coupe,8cyl 3.9L Turbo Petrol
891,2017 Ferrari California T Auto,"$319,900*",,"8,703 km",Automatic,Convertible,8cyl 3.9L Turbo Petrol
892,2018 Ferrari 812 Superfast Auto,"$699,900*",,"7,600 km",Automatic,Coupe,12cyl 6.5L Petrol
893,2011 Ferrari California Auto,"$229,900 ",,"25,440 km",Automatic,Convertible,8cyl 4.3L Petrol
894,2015 Ferrari 458 Speciale Auto,"$699,900*",,"7,086 km",Automatic,Coupe,8cyl 4.5L Petrol
895,2012 Ferrari 458 Italia Auto,"$369,800*",,"39,980 km",Automatic,Coupe,8cyl 4.5L Petrol
896,2013 Ferrari 458 Italia Auto,"$362,990*",,"11,600 km",Automatic,Coupe,8cyl 4.5L Petrol
897,2012 Ferrari California Auto,"$219,900*",,"26,636 km",Automatic,Convertible,8cyl 4.3L Petrol
898,2015 Ferrari 458 Speciale Auto,"$699,900*",,"2,559 km",Automatic,Coupe,8cyl 4.5L Petrol
899,2016 Ferrari F12berlinetta Auto,"$569,900*",,"2,663 km",Automatic,Coupe,12cyl 6.3L Petrol
900,1997 Ferrari F355 Berlinetta Manual,"$334,900 ",,"60,735 km",Manual,Coupe,8cyl 3.5L Petrol
901,2016 Ferrari 488 GTB Auto,"$409,000*",,"2,900 km",Automatic,Coupe,8cyl 3.9L Turbo Petrol
902,2007 Ferrari 599 Fiorano GTB Auto,"$269,000*",,"31,500 km",Automatic,Coupe,12cyl 6.0L Petrol
903,1978 Ferrari 308 GTS Manual,"$105,000*",,"6,900 km",Manual,Coupe,8cyl 3.0L Petrol
904,2013 Ferrari FF Auto 4RM,"$289,900*",,"12,898 km",Automatic,Hatch,12cyl 6.3L Petrol
905,2008 Ferrari 599 Fiorano GTB Auto,"$339,000*",,"10,802 km",Automatic,Coupe,12cyl 6.0L Petrol
906,2016 Ferrari California T Auto,"$299,900*",,"2,863 km",Automatic,Convertible,8cyl 3.9L Turbo Petrol
907,2018 Ferrari 488 GTB Auto,"$535,000*",,160 km,Automatic,Coupe,8cyl 3.9L Turbo Petrol
908,2017 Ferrari California T Auto,"$319,900*",,"8,703 km",Automatic,Convertible,8cyl 3.9L Turbo Petrol
909,2018 Ferrari 812 Superfast Auto,"$699,900*",,"7,600 km",Automatic,Coupe,12cyl 6.5L Petrol
910,2011 Ferrari California Auto,"$229,900 ",,"25,440 km",Automatic,Convertible,8cyl 4.3L Petrol
911,2015 Ferrari 458 Speciale Auto,"$699,900*",,"7,086 km",Automatic,Coupe,8cyl 4.5L Petrol
912,2012 Ferrari 458 Italia Auto,"$369,800*",,"39,980 km",Automatic,Coupe,8cyl 4.5L Petrol
913,2013 Ferrari 458 Italia Auto,"$362,990*",,"11,600 km",Automatic,Coupe,8cyl 4.5L Petrol
914,2012 Ferrari California Auto,"$219,900*",,"26,636 km",Automatic,Convertible,8cyl 4.3L Petrol
915,2015 Ferrari 458 Speciale Auto,"$699,900*",,"2,559 km",Automatic,Coupe,8cyl 4.5L Petrol
916,2016 Ferrari F12berlinetta Auto,"$569,900*",,"2,663 km",Automatic,Coupe,12cyl 6.3L Petrol
917,1997 Ferrari F355 Berlinetta Manual,"$334,900 ",,"60,735 km",Manual,Coupe,8cyl 3.5L Petrol
918,2016 Ferrari 488 GTB Auto,"$409,000*",,"2,900 km",Automatic,Coupe,8cyl 3.9L Turbo Petrol
919,2007 Ferrari 599 Fiorano GTB Auto,"$269,000*",,"31,500 km",Automatic,Coupe,12cyl 6.0L Petrol
920,1978 Ferrari 308 GTS Manual,"$105,000*",,"6,900 km",Manual,Coupe,8cyl 3.0L Petrol
921,2013 Ferrari FF Auto 4RM,"$289,900*",,"12,898 km",Automatic,Hatch,12cyl 6.3L Petrol
922,2008 Ferrari 599 Fiorano GTB Auto,"$339,000*",,"10,802 km",Automatic,Coupe,12cyl 6.0L Petrol
923,2016 Ferrari California T Auto,"$299,900*",,"2,863 km",Automatic,Convertible,8cyl 3.9L Turbo Petrol
924,2018 Ferrari 488 GTB Auto,"$535,000*",,160 km,Automatic,Coupe,8cyl 3.9L Turbo Petrol
925,2017 Ferrari California T Auto,"$319,900*",,"8,703 km",Automatic,Convertible,8cyl 3.9L Turbo Petrol
926,2018 Ferrari 812 Superfast Auto,"$699,900*",,"7,600 km",Automatic,Coupe,12cyl 6.5L Petrol
927,2011 Ferrari California Auto,"$229,900 ",,"25,440 km",Automatic,Convertible,8cyl 4.3L Petrol
928,2015 Ferrari 458 Speciale Auto,"$699,900*",,"7,086 km",Automatic,Coupe,8cyl 4.5L Petrol
929,2012 Ferrari 458 Italia Auto,"$369,800*",,"39,980 km",Automatic,Coupe,8cyl 4.5L Petrol
930,2013 Ferrari 458 Italia Auto,"$362,990*",,"11,600 km",Automatic,Coupe,8cyl 4.5L Petrol
931,2012 Ferrari California Auto,"$219,900*",,"26,636 km",Automatic,Convertible,8cyl 4.3L Petrol
932,2015 Ferrari 458 Speciale Auto,"$699,900*",,"2,559 km",Automatic,Coupe,8cyl 4.5L Petrol
933,2016 Ferrari F12berlinetta Auto,"$569,900*",,"2,663 km",Automatic,Coupe,12cyl 6.3L Petrol
